age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,actual,probability,prediction,error_type
70,Self-emp-not-inc,205860,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0,0.5125357,1,False Positive
33,State-gov,119628,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,Hong,0,0.75571424,1,False Positive
43,Local-gov,160574,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.59968704,1,False Positive
31,Private,197672,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.6177332,1,False Positive
45,Private,137946,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0,0.49037993,1,False Positive
48,Private,153254,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,48,United-States,0,0.55535674,1,False Positive
40,Private,137142,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0.46759722,1,False Positive
29,Private,162257,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.53287756,1,False Positive
31,Local-gov,168740,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,1,0.17920011,0,False Negative
40,Private,205680,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,0.8773019,1,False Positive
45,Private,306122,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,44,United-States,1,0.13145427,0,False Negative
63,Private,188976,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.5472935,1,False Positive
46,Local-gov,144531,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0.1429509,0,False Negative
50,Private,81548,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.3763161,1,False Positive
53,State-gov,153486,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,0.3900316,1,False Positive
54,Local-gov,29887,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,0,0.66714764,1,False Positive
48,Self-emp-not-inc,82098,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,0,0.37219554,1,False Positive
51,Federal-gov,190333,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.605998,1,False Positive
39,Private,185099,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.45735243,1,False Positive
63,,231777,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,0,0.4657143,1,False Positive
39,Private,65382,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.5007327,1,False Positive
56,Private,146326,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,0.43719685,1,False Positive
63,Private,116993,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.23697495,0,False Negative
54,Private,175339,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.5184821,1,False Positive
40,Private,227236,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.43650153,1,False Positive
42,Private,149823,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.44468543,1,False Positive
59,Private,169133,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0.41329047,1,False Positive
40,Private,144778,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,40,United-States,1,0.25464877,0,False Negative
35,State-gov,177974,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,0.16359806,0,False Negative
50,Private,151159,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,0,0.497592,1,False Positive
61,Federal-gov,512864,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0,0.49941203,1,False Positive
41,Private,373469,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.44358498,1,False Positive
36,Self-emp-not-inc,175769,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,0.6792088,1,False Positive
39,Private,255503,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,0.15312055,0,False Negative
35,Private,160910,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.48656508,1,False Positive
35,Local-gov,38948,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0,0.4582918,1,False Positive
56,Private,99894,10th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,30,Japan,1,0.108588345,0,False Negative
43,State-gov,41834,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,1,0.20551485,0,False Negative
61,Private,231323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.4064007,1,False Positive
48,Private,320421,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.5491767,1,False Positive
37,Private,294292,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.7782977,1,False Positive
42,Private,118652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,0.5733819,1,False Positive
59,Private,277034,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,60,United-States,1,0.24374701,0,False Negative
60,Self-emp-not-inc,235535,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,0,0.35483626,1,False Positive
56,,425497,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,0,0.4044428,1,False Positive
33,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,0,0.5665737,1,False Positive
50,Private,138193,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Female,0,0,50,United-States,1,0.15803458,0,False Negative
28,Private,303440,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,0.27836516,0,False Negative
64,Local-gov,190228,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,1,0.025067765,0,False Negative
41,Private,145441,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.26861405,0,False Negative
62,Private,97017,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0.4139529,1,False Positive
51,Self-emp-not-inc,78631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,0,0.36306608,1,False Positive
32,Self-emp-not-inc,116508,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1,0.17587194,0,False Negative
46,Private,164379,Bachelors,13,Divorced,Sales,Unmarried,Black,Female,0,0,35,United-States,1,0.09106079,0,False Negative
49,Self-emp-not-inc,211762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.29185808,0,False Negative
38,Private,152307,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States,1,0.19150105,0,False Negative
34,Private,153942,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.41141295,1,False Positive
47,Private,114882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.46541128,1,False Positive
49,Private,166789,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.41781855,1,False Positive
47,State-gov,263215,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,0,0.6660343,1,False Positive
40,Private,85995,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.068353646,0,False Negative
47,Private,178341,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,1,0.13340984,0,False Negative
33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,0.3384499,0,False Negative
43,Private,216685,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,0,0.48002645,1,False Positive
31,Local-gov,168906,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0,0.515851,1,False Positive
55,Private,191367,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.37831497,1,False Positive
45,Private,167159,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.6483273,1,False Positive
33,State-gov,209768,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.4040135,1,False Positive
51,Self-emp-inc,119570,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.6935443,1,False Positive
36,Private,138441,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,0,0.58290005,1,False Positive
43,Private,248094,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,1,0.28997293,0,False Negative
36,Private,224531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,1,0.21847112,0,False Negative
48,Local-gov,144122,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0.18745723,0,False Negative
52,Private,48925,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.44352964,1,False Positive
29,Private,190777,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0,0.6145431,1,False Positive
57,Self-emp-not-inc,27385,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,0,0.3772031,1,False Positive
44,Self-emp-not-inc,89172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,0,0.45549405,1,False Positive
49,Self-emp-not-inc,155862,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1,0.15935364,0,False Negative
48,Private,168556,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,0.5021106,1,False Positive
43,Private,180609,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,0.6016405,1,False Positive
42,Self-emp-not-inc,201522,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0.447173,1,False Positive
51,Private,279337,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0,0.6063927,1,False Positive
57,Private,513440,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,0,0.7264968,1,False Positive
29,Private,199411,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,0.30601782,0,False Negative
28,Private,184831,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.365254,1,False Positive
56,Private,92215,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,1,0.014713287,0,False Negative
42,Private,141558,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0,0.69388556,1,False Positive
44,Private,321824,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0,0.5378987,1,False Positive
34,State-gov,238944,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.043239973,0,False Negative
44,Self-emp-inc,121352,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,0.6789613,1,False Positive
32,Private,153353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.19421346,0,False Negative
51,Self-emp-not-inc,181139,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,0.3245288,0,False Negative
33,Private,154227,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.24925402,0,False Negative
61,Self-emp-not-inc,227119,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,0.2917437,0,False Negative
39,Self-emp-not-inc,190023,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0.47236806,1,False Positive
31,Private,188246,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0.17168994,0,False Negative
39,Private,139057,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,India,0,0.7604618,1,False Positive
57,Self-emp-not-inc,34297,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.09823151,0,False Negative
52,Private,443742,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0,0.47288322,1,False Positive
42,Federal-gov,53727,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,,0,0.35857257,1,False Positive
43,Private,153489,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.74558955,1,False Positive
57,Self-emp-not-inc,65080,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0.30350474,0,False Negative
57,Self-emp-not-inc,247337,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,0,0.35140142,1,False Positive
35,Private,224889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.6219874,1,False Positive
46,Private,325372,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.6943394,1,False Positive
50,Private,166565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,0.46136415,1,False Positive
60,,147393,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,0,0.4000025,1,False Positive
58,Private,212534,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.3640131,1,False Positive
59,Private,59469,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Iran,0,0.7289785,1,False Positive
52,Federal-gov,35546,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,0.51079416,1,False Positive
40,Private,203761,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.28774345,0,False Negative
37,State-gov,160910,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,0.82825494,1,False Positive
36,Private,66173,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,0,0.37367794,1,False Positive
46,Private,117502,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0.5008817,1,False Positive
50,Self-emp-not-inc,89737,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0,0.36648405,1,False Positive
46,Private,32825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,0.40574086,1,False Positive
50,Local-gov,220640,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,1,0.28696,0,False Negative
28,Private,160731,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,1,0.12880592,0,False Negative
43,State-gov,52849,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.59689105,1,False Positive
41,Private,165815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.3149433,0,False Negative
36,State-gov,89508,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.39527893,1,False Positive
64,,143716,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,0,0.37189117,1,False Positive
33,Private,44623,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,0.35049096,1,False Positive
45,Private,231672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0,0.3806017,1,False Positive
50,Private,149784,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.49930537,1,False Positive
34,Private,107793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,1,0.1668437,0,False Negative
51,Private,541755,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.40277198,1,False Positive
42,Private,188693,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.4339452,1,False Positive
31,Private,97723,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.30377173,0,False Negative
37,Private,152307,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.328995,0,False Negative
36,Self-emp-inc,102729,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,0,0.5082734,1,False Positive
59,Self-emp-not-inc,181070,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,England,1,0.26954105,0,False Negative
42,Private,115085,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,0,0.39665505,1,False Positive
52,Private,287454,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,0.107508,0,False Negative
40,Self-emp-not-inc,57233,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,0.26871133,0,False Negative
32,Self-emp-inc,103078,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.6462505,1,False Positive
57,Private,186202,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.3523542,1,False Positive
41,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1,0.3013645,0,False Negative
66,Private,298834,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,0,0.40758148,1,False Positive
51,Federal-gov,335481,Some-college,10,Separated,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,1,0.08596585,0,False Negative
36,Private,126675,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,0.49601173,1,False Positive
39,Private,86551,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,0.10253693,0,False Negative
45,State-gov,53768,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,0,0.4950253,1,False Positive
44,Self-emp-not-inc,483201,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.56698936,1,False Positive
33,Private,399531,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0,0.45090386,1,False Positive
31,Private,179673,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.18158877,0,False Negative
59,Self-emp-not-inc,178353,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0.33684108,0,False Negative
45,Self-emp-not-inc,26781,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0.47373506,1,False Positive
48,Private,198000,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,38,United-States,1,0.028846778,0,False Negative
45,Private,195918,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0.50737214,1,False Positive
51,Private,204322,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0.25816512,0,False Negative
58,Self-emp-not-inc,194733,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,0.41722178,1,False Positive
54,Private,171924,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,0,0.75573045,1,False Positive
46,Private,343579,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,77,United-States,0,0.7097618,1,False Positive
38,Private,144860,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,0,0.37221378,1,False Positive
31,Local-gov,226525,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,0,0.5194346,1,False Positive
37,Self-emp-not-inc,126675,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,0.14249238,0,False Negative
55,Private,172642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.35350487,1,False Positive
22,Private,401451,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,1,0.075140275,0,False Negative
45,Local-gov,206459,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0,0.6691981,1,False Positive
37,Private,66686,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0.22754534,0,False Negative
41,Private,45366,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,1,0.33460256,0,False Negative
48,Private,240629,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,1,0.3157245,0,False Negative
27,Private,409246,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,0.072687745,0,False Negative
38,Private,204527,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.37676778,1,False Positive
27,Private,300783,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,United-States,1,0.2638744,0,False Negative
34,Private,294064,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,France,0,0.8532137,1,False Positive
42,Local-gov,222596,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.30705777,0,False Negative
51,Private,261207,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,1,0.16085702,0,False Negative
35,Private,209609,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,0.3795958,1,False Positive
57,Private,166107,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,,0,0.40266472,1,False Positive
46,Private,44671,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0.62497973,1,False Positive
48,Self-emp-not-inc,175622,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.3153393,0,False Negative
26,Federal-gov,206983,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Columbia,0,0.4202631,1,False Positive
56,Local-gov,212864,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0.34887254,0,False Negative
63,Private,28334,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0.2732131,0,False Negative
40,Private,32798,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,0,0.37229177,1,False Positive
62,,266037,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0.42861143,1,False Positive
58,Local-gov,185072,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,Jamaica,1,0.12288976,0,False Negative
60,Private,250552,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,0.114775464,0,False Negative
35,Private,323120,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,44,United-States,1,0.023151357,0,False Negative
56,Private,192869,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.2834137,0,False Negative
38,Local-gov,193026,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0.33064383,0,False Negative
33,Self-emp-not-inc,105229,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.5143455,1,False Positive
29,Private,217424,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,0.32168266,0,False Negative
52,Private,320877,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1,0.2540387,0,False Negative
43,Federal-gov,222756,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.76659507,1,False Positive
36,Federal-gov,184556,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0,0.7912724,1,False Positive
26,Private,112754,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,1,0.21004215,0,False Negative
38,Private,470663,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,0.417497,1,False Positive
27,Self-emp-not-inc,259873,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United-States,1,0.11934638,0,False Negative
36,Private,211022,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,0.09612935,0,False Negative
56,Private,100285,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,0,0.5593621,1,False Positive
45,Private,120724,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,40,United-States,0,0.92501014,1,False Positive
58,Private,56392,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.4358009,1,False Positive
43,Private,331649,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,0.6147794,1,False Positive
61,Local-gov,321117,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0.3931295,1,False Positive
43,Private,161226,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0.48365438,1,False Positive
36,Self-emp-not-inc,147258,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,0.18880434,0,False Negative
37,Private,48093,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,90,United-States,1,0.22159956,0,False Negative
44,Private,57233,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,0.4488982,1,False Positive
57,Private,477867,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.36849853,1,False Positive
